InvoiceId,CustomerId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,InvoiceLineId,TrackId,UnitPrice,Quantity
19,40,2009-03-14,"8, Rue Hanovre",Paris,,France,75002,13.86,109,662,0.99,1
19,40,2009-03-14,"8, Rue Hanovre",Paris,,France,75002,13.86,110,671,0.99,1
19,40,2009-03-14,"8, Rue Hanovre",Paris,,France,75002,13.86,111,680,0.99,1
20,54,2009-03-22,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,0.99,112,694,0.99,1
21,55,2009-04-04,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,113,695,0.99,1
21,55,2009-04-04,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,114,696,0.99,1
22,57,2009-04-04,"Calle Lira, 198",Santiago,,Chile,,1.98,115,698,0.99,1
22,57,2009-04-04,"Calle Lira, 198",Santiago,,Chile,,1.98,116,700,0.99,1
23,59,2009-04-05,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,117,702,0.99,1
23,59,2009-04-05,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,118,704,0.99,1
23,59,2009-04-05,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,119,706,0.99,1
23,59,2009-04-05,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,120,708,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,121,712,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,122,716,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,123,720,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,124,724,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,125,728,0.99,1
24,4,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94,126,732,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,127,738,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,128,744,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,129,750,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,130,756,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,131,762,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,132,768,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,133,774,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,134,780,0.99,1
25,10,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,135,786,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,136,795,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,137,804,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,138,813,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,139,822,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,140,831,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,141,840,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,142,849,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,143,858,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,144,867,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,145,876,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,146,885,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,147,894,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,148,903,0.99,1
26,19,2009-04-14,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,149,912,0.99,1
27,33,2009-04-22,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,0.99,150,926,0.99,1
28,34,2009-05-05,Rua da Assunção 53,Lisbon,,Portugal,,1.98,151,927,0.99,1
28,34,2009-05-05,Rua da Assunção 53,Lisbon,,Portugal,,1.98,152,928,0.99,1
29,36,2009-05-05,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,153,930,0.99,1
29,36,2009-05-05,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,154,932,0.99,1
30,38,2009-05-06,Barbarossastraße 19,Berlin,,Germany,10779,3.96,155,934,0.99,1
30,38,2009-05-06,Barbarossastraße 19,Berlin,,Germany,10779,3.96,156,936,0.99,1
30,38,2009-05-06,Barbarossastraße 19,Berlin,,Germany,10779,3.96,157,938,0.99,1
30,38,2009-05-06,Barbarossastraße 19,Berlin,,Germany,10779,3.96,158,940,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,159,944,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,160,948,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,161,952,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,162,956,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,163,960,0.99,1
31,42,2009-05-07,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,164,964,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,165,970,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,166,976,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,167,982,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,168,988,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,169,994,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,170,1000,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,171,1006,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,172,1012,0.99,1
32,48,2009-05-10,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,173,1018,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,174,1027,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,175,1036,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,176,1045,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,177,1054,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,178,1063,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,179,1072,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,180,1081,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,181,1090,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,182,1099,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,183,1108,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,184,1117,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,185,1126,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,186,1135,0.99,1
33,57,2009-05-15,"Calle Lira, 198",Santiago,,Chile,,13.86,187,1144,0.99,1
34,12,2009-05-23,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,0.99,188,1158,0.99,1
35,13,2009-06-05,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,189,1159,0.99,1
35,13,2009-06-05,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,190,1160,0.99,1
36,15,2009-06-05,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,191,1162,0.99,1
36,15,2009-06-05,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,192,1164,0.99,1
37,17,2009-06-06,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,193,1166,0.99,1
37,17,2009-06-06,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,194,1168,0.99,1
37,17,2009-06-06,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,195,1170,0.99,1
37,17,2009-06-06,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,196,1172,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,197,1176,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,198,1180,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,199,1184,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,200,1188,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,201,1192,0.99,1
38,21,2009-06-07,801 W 4th Street,Reno,NV,USA,89503,5.94,202,1196,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,203,1202,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,204,1208,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,205,1214,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,206,1220,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,207,1226,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,208,1232,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,209,1238,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,210,1244,0.99,1
39,27,2009-06-10,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,211,1250,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,212,1259,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,213,1268,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,214,1277,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,215,1286,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,216,1295,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,217,1304,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,218,1313,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,219,1322,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,220,1331,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,221,1340,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,222,1349,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,223,1358,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,224,1367,0.99,1
40,36,2009-06-15,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,225,1376,0.99,1
41,50,2009-06-23,C/ San Bernardo 85,Madrid,,Spain,28015,0.99,226,1390,0.99,1
42,51,2009-07-06,Celsiusg. 9,Stockholm,,Sweden,11230,1.98,227,1391,0.99,1
42,51,2009-07-06,Celsiusg. 9,Stockholm,,Sweden,11230,1.98,228,1392,0.99,1
43,53,2009-07-06,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,229,1394,0.99,1
43,53,2009-07-06,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,230,1396,0.99,1
44,55,2009-07-07,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,231,1398,0.99,1
44,55,2009-07-07,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,232,1400,0.99,1
44,55,2009-07-07,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,233,1402,0.99,1
44,55,2009-07-07,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,234,1404,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,235,1408,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,236,1412,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,237,1416,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,238,1420,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,239,1424,0.99,1
45,59,2009-07-08,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,240,1428,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,241,1434,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,242,1440,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,243,1446,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,244,1452,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,245,1458,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,246,1464,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,247,1470,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,248,1476,0.99,1
46,6,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,249,1482,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,250,1491,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,251,1500,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,252,1509,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,253,1518,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,254,1527,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,255,1536,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,256,1545,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,257,1554,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,258,1563,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,259,1572,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,260,1581,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,261,1590,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,262,1599,0.99,1
47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,263,1608,0.99,1
48,29,2009-07-24,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,0.99,264,1622,0.99,1
49,30,2009-08-06,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,265,1623,0.99,1
49,30,2009-08-06,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,266,1624,0.99,1
